itemid,label,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue,abbreviation
228894,Impaired Fluid Balance NCP - Expected outcomes,chartevents,Care Plans,,Text,,,IFB NCP - Expected outcomes
228897,Impaired Fluid Balance NCP - Outcomes met,chartevents,Care Plans,,Text,,,IFB NCP - Outcomes met
228955,Coping/Knowledge Deficit  NCP - Goal,chartevents,Care Plans,,Text,,,CKD NCP - Goal
228979,Altered Mental Status  NCP - outcomes met,chartevents,Care Plans,,Text,,,AMS NCP - outcomes met
229140,Substance withdrawal NCP - Plan revised,chartevents,Care Plans,,Text,,,Substance withdrawal NCP - Plan revised
229112,Self harm NCP - Plan revised,chartevents,Care Plans,,Text,,,Self harm NCP - Plan revised
228997,Discharge NCP - Interventions,chartevents,Care Plans,,Text,,,Discharge NCP - Interventions
229092,Altered Skin Integrity NCP - Plan revised,chartevents,Care Plans,,Text,,,ASI NCP - Plan revised
229332,Activity Intolerance  NCP - outcomes met,chartevents,Care Plans,,Text,,,AI NCP - outcomes met
228924,Impaired Tissue Perfusion NCP - Expected outcomes,chartevents,Care Plans,,Text,,,ITP NCP - Expected outcomes
228990,Safety Restraints NCP - Outcomes met,chartevents,Care Plans,,Text,,,Safety Restraints NCP - Outcomes met
229334,Activity Intolerance  NCP - Problem resolved,chartevents,Care Plans,,Text,,,AI NCP - Problem resolved
229644,Stroke NCP - Expected outcomes,chartevents,Care Plans,,Text,,,Stroke NCP - Expected outcomes
229001,Self harm NCP - Expected outcomes,chartevents,Care Plans,,Text,,,Self harm NCP - Expected outcomes
229108,Post-op Care NCP - Plan revised,chartevents,Care Plans,,Text,,,Post-op Care NCP - Plan revised
229341,Domestic Violence NCP - outcomes met,chartevents,Care Plans,,Text,,,DV NCP - outcomes met
228886,Pain NCP - Goal,chartevents,Care Plans,,Text,,,Pain NCP - Goal
228975,Altered Mental Status  NCP - Goal,chartevents,Care Plans,,Text,,,AMS NCP - Goal
229350,Impaired Mobility NCP - Plan revised,chartevents,Care Plans,,Text,,,IM NCP - Plan revised
229977,COVID NCP - Interventions,chartevents,Care Plans,,Text,,,COVID NCP - Interventions
229980,COVID NCP - Problem resolved,chartevents,Care Plans,,Text,,,COVID NCP - Problem resolved
228903,Altered Respiratory Status NCP - Goal,chartevents,Care Plans,,Text,,,ARS NCP - Goal
228971,Nutrition NCP - Body needs,chartevents,Care Plans,,Text,,,Nutrition NCP - Body needs
229101,Impaired Tissue Perfusion NCP - Problem resolved,chartevents,Care Plans,,Text,,,ITP NCP - Problem resolved
228912,Altered Skin Integrity NCP - Goal,chartevents,Care Plans,,Text,,,ASI NCP - Goal
229093,Altered Skin Integrity NCP - Problem resolved,chartevents,Care Plans,,Text,,,ASI NCP - Problem resolved
229138,Substance withdrawal NCP - Interventions,chartevents,Care Plans,,Text,,,Substance withdrawal NCP - Interventions
229109,Post-op Care NCP - Problem resolved,chartevents,Care Plans,,Text,,,Post-op Care NCP - Problem resolved
229116,Sensory disturbance NCP - Plan revised,chartevents,Care Plans,,Text,,,Sensory disturbance NCP - Plan revised
228930,Impaired Tissue Perfusion NCP - Outcomes met,chartevents,Care Plans,,Text,,,ITP NCP - Outcomes met
229089,Altered Mental Status  NCP - Problem resolved,chartevents,Care Plans,,Text,,,AMS NCP - Problem resolved
229128,Altered Sensory Perception NCP - Plan revised,chartevents,Care Plans,,Text,,,ASP NCP - Plan revised
229129,Altered Sensory Perception NCP - Problem resolved,chartevents,Care Plans,,Text,,,ASP NCP - Problem resolved
229652,Stroke NCP - Interventions,chartevents,Care Plans,,Text,,,Stroke NCP - Interventions
228933,Post-op Care NCP - Expected outcomes,chartevents,Care Plans,,Text,,,Post-op Care NCP - Expected outcomes
228993,Discharge NCP - Expected outcomes,chartevents,Care Plans,,Text,,,Discharge NCP - Expected outcomes
229649,Stroke NCP - Type,chartevents,Care Plans,,Text,,,Stroke NCP - Type
228977,Altered Mental Status  NCP - Interventions,chartevents,Care Plans,,Text,,,AMS NCP - Interventions
229097,Discharge NCP - Problem resolved,chartevents,Care Plans,,Text,,,Discharge NCP - Problem resolved
229115,Sensory disturbance NCP - Problem resolved,chartevents,Care Plans,,Text,,,Sensory disturbance NCP - Problem resolved
229106,Pain NCP - Plan revised,chartevents,Care Plans,,Text,,,Pain NCP - Plan revised
229370,Acuity Workload Question 2,chartevents,Care Plans,,Text,,,Acuity Workload Question 2
229096,Discharge NCP - Plan revised,chartevents,Care Plans,,Text,,,Discharge NCP - Plan revised
225298,Neck ROM (Intubation),chartevents,Intubation,,Text,,,Neck ROM (Intubation)
229786,Preoxygenation (Intubation),chartevents,Intubation,,Text,,,Preoxygenation (Intubation)
226432,Drugs (Intubation),chartevents,Intubation,,Text,,,Drugs (Intubation)
228069,Tube Secured (Intubation),chartevents,Intubation,,Text,,,Tube Secured (Intubation)
228643,Barrier precautions in place (Intubation),chartevents,Intubation,,Text,,,Barrier precautions in place (Intubation)
225296,Mandibular Prognatism (Intubation),chartevents,Intubation,,Text,,,Mandibular Prognatism (Intubation)
225585,ETT Depth (Intubation),chartevents,Intubation,,Text,,,ETT Depth (Intubation)
225590,Tracheal Confirmation (Intubation),chartevents,Intubation,,Text,,,Tracheal Confirmation (Intubation)
229787,Rigid Stylette (Intubation),chartevents,Intubation,,Text,,,Rigid Stylette (Intubation)
226189,Patient identified correctly by 2 means (Intubation),chartevents,Intubation,,Text,,,Patient identified correctly by 2 means (Intubatio
228068,Bougie (Intubation),chartevents,Intubation,,Text,,,Bougie (Intubation)
226431,Verification of (Intubation),chartevents,Intubation,,Text,,,Verification of (Intubation)
228065,Hand Cleansing prior to procedure (Intubation),chartevents,Intubation,,Text,,,Hand Cleansing prior to procedure (Intubation)
228067,Stylette (Intubation),chartevents,Intubation,,Text,,,Stylette (Intubation)
226430,Complications (Intubation),chartevents,Intubation,,Text,,,Complications (Intubation)
225303,Mask Ventilation (Intubation),chartevents,Intubation,,Text,,,Mask Ventilation (Intubation)
225592,ETT Size (Intubation),chartevents,Intubation,,Text,,,ETT Size (Intubation)
228066,Unable to complete Airway Assessment (Intubation),chartevents,Intubation,,Text,,,Unable to complete  Assessment (Intubation)
226188,Timeout Performed by (Intubation),chartevents,Intubation,,Text,,,Timeout Performed by (Intubation)
225306,Number of Attempts (Intubation),chartevents,Intubation,,Text,,,Number of Attempts (Intubation)
225294,Mouth Opening (Intubation),chartevents,Intubation,,Text,,,Mouth Opening (Intubation)
225297,Teeth/Dentition (Intubation),chartevents,Intubation,,Text,,,Teeth/Dentition (Intubation)
226191,Barrier precautions in place (Intubation),chartevents,Intubation,,Text,,,Barrier precautions in place (Intubation)
225593,Best Larynx View Obtained (Intubation),chartevents,Intubation,,Text,,,Best Larynx View Obtained (Intubation)
225291,Indication (Intubation),chartevents,Intubation,,Text,,,Indication (Intubation)
229784,Code Status (Intubation),chartevents,Intubation,,Text,,,Code Status (Intubation)
225295,Thyromental Distance (Intubation),chartevents,Intubation,,Text,,,Thyromental Distance (Intubation)
226429,ETT Type (Intubation),chartevents,Intubation,,Text,,,ETT Type (Intubation)
222871,Mallampati classification (Intubation),chartevents,Intubation,,Text,,,Mallampati classification (Intubation)
225271,Induction/Drugs/Doses (Intubation),chartevents,Intubation,,Text,,,Induction/Drugs/Doses (Intubation)
225304,Blade / Equipment (Intubation),chartevents,Intubation,,Text,,,Blade / Equipment (Intubation)
229770,Resting Pulse Rate (COWS),chartevents,Toxicology,,Text,,,Resting Pulse Rate
223817,Agitation,chartevents,Toxicology,,Text,,,Agitation
223819,Visual Disturbances,chartevents,Toxicology,,Text,,,Visual Disturbances
223823,Insomnia,chartevents,Toxicology,,Text,,,Insomnia
224676,Nausea and Vomiting (CINA),chartevents,Toxicology,,Text,,,Nausea and Vomiting (CINA)
229771,Restlessness (COWS),chartevents,Toxicology,,Text,,,Restlessness
224673,Abdominal Changes: Observation,chartevents,Toxicology,,Text,,,Abdominal Changes: Observation
229767,GI Upset (COWS),chartevents,Toxicology,,Text,,,GI Upset
229769,Pupil Size (COWS),chartevents,Toxicology,,Text,,,Pupil Size
224670,Lacrimation,chartevents,Toxicology,,Text,,,Lacrimation
224667,Goose Flesh,chartevents,Toxicology,,Text,,,Goose Flesh
223814,Auditory Disturbance,chartevents,Toxicology,,Text,,,Auditory Disturbance
224666,Nasal Congestion,chartevents,Toxicology,,Text,,,Nasal Congestion
229773,Sweating (COWS),chartevents,Toxicology,,Text,,,Sweating
223806,Tremor (CIWA),chartevents,Toxicology,,Text,,,Tremor
223820,Headache,chartevents,Toxicology,,Text,,,Headache
229766,Bone/Joint Aches (COWS),chartevents,Toxicology,,Text,,,Bone/Joint Aches
229774,Tremor (COWS),chartevents,Toxicology,,Text,,,Tremor.
223825,Sustained Nystagmus,chartevents,Toxicology,,Text,,,Sustained Nystagmus
224668,Sweating,chartevents,Toxicology,,Text,,,Sweating
223811,Anxiety,chartevents,Toxicology,,Text,,,Anxiety
223805,Nausea and Vomiting (CIWA),chartevents,Toxicology,,Text,,,Nausea and Vomiting
229768,Gooseflesh Skin (COWS),chartevents,Toxicology,,Text,,,Gooseflesh Skin
224669,Restlessness,chartevents,Toxicology,,Text,,,Restlessness
223828,Slurred Speech,chartevents,Toxicology,,Text,,,Slurred Speech
224674,Changes in Temperature,chartevents,Toxicology,,Text,,,Changes in Temperature
229765,Anxiety/Irritability (COWS),chartevents,Toxicology,,Text,,,Anxiety/Irritability
224672,Yawning,chartevents,Toxicology,,Text,,,Yawning
223818,Tactile Disturbances,chartevents,Toxicology,,Text,,,Tactile Disturbances
223824,Seizure,chartevents,Toxicology,,Text,,,Seizure
224671,Pupils,chartevents,Toxicology,,Text,,,Pupils
224675,Muscle Aches,chartevents,Toxicology,,Text,,,Muscle Aches
229775,Yawning (COWS),chartevents,Toxicology,,Text,,,Yawning
223810,Paroxysmal Sweats,chartevents,Toxicology,,Text,,,Paroxysmal Sweats
223821,Orient/Clouding Sensory,chartevents,Toxicology,,Text,,,Orient/Clouding Sensory
229772,Runny Nose/Tearing (COWS),chartevents,Toxicology,,Text,,,Runny Nose/Tearing
224677,Tremor (CINA),chartevents,Toxicology,,Text,,,Tremor (CINA)
223827,Ataxia,chartevents,Toxicology,,Text,,,Ataxia
223829,Drowsiness,chartevents,Toxicology,,Text,,,Drowsiness
226168,Oral Care,chartevents,Treatments,,Text,,,Oral Care
227772,Traction/Immobile #2,chartevents,Treatments,,Text,,,Traction/Immobile #2
227771,Traction/Immobile #1,chartevents,Treatments,,Text,,,Traction/Immobile #1
224082,Turn,chartevents,Treatments,,Text,,,Turn
229321,Activity / Mobility (JH-HLM),chartevents,Treatments,,Text,,,Activity / Mobility (JH-HLM)
229635,Applied Cognitive (AM-PAC),chartevents,Treatments,,Text,,,Applied Cognitive (AM-PAC)
227626,Seizure Pads,chartevents,Treatments,,Text,,,Seizure Pads
228318,Shivering Assessment,chartevents,Treatments,,Text,,,Shivering Assessment
224451,Traction/Immobile #4,chartevents,Treatments,,Text,,,Traction/Immobile #4
225052,Cooling Device Status,chartevents,Treatments,,Text,,,Cooling Device Status
229638,Discharge Recommendations (AM-PAC),chartevents,Treatments,,Text,,,Discharge Recommendations (AM-PAC)
224457,PT Splint Location #3,chartevents,Treatments,,Text,,,PT Splint Location #3
225180,PT Splint Status #1,chartevents,Treatments,,Text,,,PT Splint Status #1
229686,Warming Device,chartevents,Treatments,,Text,,,Warming Device
224455,PT Splint Location #4,chartevents,Treatments,,Text,,,PT Splint Location #4
224456,PT Splint Location #2,chartevents,Treatments,,Text,,,PT Splint Location #2
224450,Traction/Immobile #3,chartevents,Treatments,,Text,,,Traction/Immobile #3
224452,Traction/Immobile Location #2,chartevents,Treatments,,Text,,,Traction/Immobile Location #2
229634,Daily Activity (AM-PAC),chartevents,Treatments,,Text,,,Daily Activity (AM-PAC)
228102,Enema administration,chartevents,Treatments,,Text,,,Enema administration
229636,Test Performed (AM-PAC),chartevents,Treatments,,Text,,,Test Performed (AM-PAC)
224092,Range of Motion Location,chartevents,Treatments,,Text,,,ROM Location
225182,PT Splint Status #2,chartevents,Treatments,,Text,,,PT Splint Status #2
224084,Activity,chartevents,Treatments,,Text,,,Activity 
224113,Traction/Immobile Location #1,chartevents,Treatments,,Text,,,Traction/Immobile Location #1
225050,Warming Device Status,chartevents,Treatments,,Text,,,Warming Device Status
225194,PT Splint Status #3,chartevents,Treatments,,Text,,,PT Splint Status #3
224453,Traction/Immobile Location #3,chartevents,Treatments,,Text,,,Traction/Immobile Location #3
224087,Therapeutic Bed,chartevents,Treatments,,Text,,,Therapeutic Bed
228346,OCAT - Teeth,chartevents,Treatments,,Text,,,OCAT - Teeth
224109,Cervical Collar Type,chartevents,Treatments,,Text,,,Cervical Collar Type
227774,Traction/Immobile #4,chartevents,Treatments,,Text,,,Traction/Immobile #4
224101,Chest PT R/L,chartevents,Treatments,,Text,,,Chest PT R/L
229858,Therapeutic Bed,chartevents,Treatments,,Text,,,Therapeutic Bed
227773,Traction/Immobile #3,chartevents,Treatments,,Text,,,Traction/Immobile #3
228393,Bath,chartevents,Treatments,,Text,,,Bath
224091,Continuous Pressure Machine Status,chartevents,Treatments,,Text,,,CPM Status
225054,Anti Embolic Device Status,chartevents,Treatments,,Text,,,Anti Embolic Device Status
227636,Knee Location - CPM,chartevents,Treatments,,Text,,,Knee Location - CPM
229637,Treatments (AM-PAC),chartevents,Treatments,,Text,,,Treatments (AM-PAC)
224088,Pressure Reducing Device,chartevents,Treatments,,Text,,,Pressure Reducing Device
224089,Anti Embolic Device,chartevents,Treatments,,Text,,,Anti Embolic Device
225048,Knee Location - Immobilizer,chartevents,Treatments,,Text,,,Knee Location - Immobilizer
228343,OCAT - Lips Tongue Gums Palate,chartevents,Treatments,,Text,,,OCAT - LTGP
229633,Basic Mobility (AM-PAC),chartevents,Treatments,,Text,,,Basic Mobility (AM-PAC)
224080,Head of Bed,chartevents,Treatments,,Text,,,HOB
224454,Traction/Immobile Location #4,chartevents,Treatments,,Text,,,Traction/Immobile Location #4
225176,Range of Motion Status,chartevents,Treatments,,Text,,,ROM Status
228868,Assistance,chartevents,Treatments,,Text,,,Assistance
224085,Assistance Device,chartevents,Treatments,,Text,,,Assistance Device
224114,PT Splint Location #1,chartevents,Treatments,,Text,,,PT Splint Location #1
225196,PT Splint Status #4,chartevents,Treatments,,Text,,,PT Splint Status #4
224086,Activity Tolerance,chartevents,Treatments,,Text,,,Activity Tolerance
224112,Traction/Immobile #1,chartevents,Treatments,,Text,,,Traction/Immobile #1
228345,OCAT - Swallow,chartevents,Treatments,,Text,,,OCAT - Swallow
224110,Cervical Collar Status,chartevents,Treatments,,Text,,,Cervical Collar Status
224105,Warming Device,chartevents,Treatments,,Text,,,Warming Device
224449,Traction/Immobile #2,chartevents,Treatments,,Text,,,Traction/Immobile #2
224093,Position,chartevents,Treatments,,Text,,,Position
229601,Arm Immobilizer,chartevents,Treatments,,Text,,,Arm Immobilizer
229742,Activity / Mobility (RN Daily Mobility Goal),chartevents,Treatments,,Text,,,RN Daily Mobility Goal
229604,Therapeutic Bed,chartevents,Treatments,,Text,,,Therapeutic Bed
224106,Cooling Device,chartevents,Treatments,,Text,,,Cooling Device
228344,"OCAT - Saliva secretions, Voice quality",chartevents,Treatments,,Text,,,OCAT - SSVQ
229319,Activity / Mobility (JH-HLM),chartevents,Treatments,,Text,,,Activity / Mobility (JH-HLM)
228867,Assist Device,chartevents,Treatments,,Text,,,Assist Device
224090,Knee Immobilizer Status,chartevents,Treatments,,Text,,,Knee Immobilizer Status
227629,Shivering,chartevents,Treatments,,Text,,,Shivering
228306,Assistance Device,chartevents,Treatments,,Text,,,Assistance Device
229819,Backup Controller (VAD),chartevents,Durable VAD,,Text,,,Backup Controller (VAD)
229830,System controller in primary mode (VAD),chartevents,Durable VAD,,Text,,,System controller in primary mode (VAD)
229836,Low Speed Limit (VAD),chartevents,Durable VAD,,Text,,,Low Speed Limit (VAD)
229822,Driveline Lock Engaged (VAD),chartevents,Durable VAD,,Text,,,Driveline Lock Engaged (VAD)
229821,Device (VAD),chartevents,Durable VAD,,Text,,,Device (VAD)
229831,System power module and self test (VAD),chartevents,Durable VAD,,Text,,,System power module and self test (VAD)
229833,ZzWaveform Variability (VAD),chartevents,Durable VAD,,Text,,,ZzWaveform Variability (VAD)
224712,Recruitment Mode,chartevents,Respiratory,,Text,,,Recruitment Mode
224370,Sputum Color,chartevents,Respiratory,,Text,,,Sputum Color
224718,RR > 35 for > 5 min,chartevents,Respiratory,,Text,,,RR > 35 for > 5 min
224735,Flow Rate (variable/fixed),chartevents,Respiratory,,Text,,,Flow Rate (variable/fixed)
226814,Known difficult intubation,chartevents,Respiratory,,Text,,,Known difficult intubation
224740,RSBI Deferred,chartevents,Respiratory,,Text,,,RSBI Deferred
224865,Flow Sensitivity,chartevents,Respiratory,,Text,,,Flow Sensitivity
227577,BiPap Mode,chartevents,Respiratory,,Text,,,BiPap Mode
227583,Autoset/CPAP,chartevents,Respiratory,,Text,,,Autoset/CPAP
224833,SBT Deferred,chartevents,Respiratory,,Text,,,SBT Deferred
227517,Humidification,chartevents,Respiratory,,Text,,,Humidification
224832,ETT Type,chartevents,Respiratory,,Text,,,ETT Type
223851,Rate,chartevents,Respiratory,,Text,,,Rate
224181,Small Volume Neb Drug #1,chartevents,Respiratory,,Text,,,SV Neb Drug #1
224170,MDI #1 Drug,chartevents,Respiratory,,Text,,,MDI #1 Drug
224830,Trach Tube Manufacturer,chartevents,Respiratory,,Text,,,Trach Tube Manufacturer
227567,Airway Location,chartevents,Respiratory,,Text,,,Airway Location
223059,Intubation - Details,chartevents,Respiratory,,Text,,,Intubation - Details
223870,Wean,chartevents,Respiratory,,Text,,,Wean
227808,Heliox,chartevents,Respiratory,,Text,,,Heliox
223847,Passey Muir Valve in use,chartevents,Respiratory,,Text,,,Passey Muir Valve in use
224829,Trach Tube Type,chartevents,Respiratory,,Text,,,Trach Tube Type
224373,Sputum Amount,chartevents,Respiratory,,Text,,,Sputum Amount
224864,ZTrach Care,chartevents,Respiratory,,Text,,,ZTrach Care
224176,MDI #3 Drug,chartevents,Respiratory,,Text,,,MDI #3 Drug
225949,NIV Mask,chartevents,Respiratory,,Text,,,NIV Mask
224415,ETT Mark (cm),chartevents,Respiratory,,Text,,,ETT Mark (cm)
224715,SBT Started,chartevents,Respiratory,,Text,,,SBT Started
225278,ETT Route,chartevents,Respiratory,,Text,,,ETT Route
224392,ETT Position Change,chartevents,Respiratory,,Text,,,ETT Position Change
225978,Slope,chartevents,Respiratory,,Text,,,Slope
229244,Humidifier Water Changed,chartevents,Respiratory,,Text,,,Humidifier Water Changed
227570,Small Volume Neb Drug/Dose #1,chartevents,Respiratory,,Text,,,SV Neb Drug/Dose #1
227133,Small Volume Neb Drug #2,chartevents,Respiratory,,Text,,,SV Neb Drug #2
224719,SaO2 < 90% > 2 min,chartevents,Respiratory,,Text,,,SaO2 < 90% > 2 min
