id,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,label,SHORTNAME
10184-0,Hospital discharge physical findings,Find,Pt,^Patient,Nar,,H&P.HX,Hospital discharge physical findings Narrative,Hospital discharge physical findings
10185-7,Hospital discharge procedures,Find,Pt,^Patient,Nar,,H&P.HX,Hospital discharge procedures Narrative,Hospital discharge procedures
10186-5,Identifying information,Find,Pt,^Patient,Nar,Observed,H&P.HX,Identifying information Narrative Observed,Identifying information Observ
10187-3,Review of systems,Find,Pt,^Patient,Nar,Reported,H&P.HX,Review of systems Narrative - Reported,Review of systems
10188-1,Review of systems overview,Find,Pt,^Patient,Nar,Reported,H&P.HX,Review of systems overview Narrative - Reported,Review of systems overview
10189-9,Review of systems overview,Find,Pt,^Patient,Nom,Reported,H&P.HX,Review of systems overview - Reported,Review of systems overview
10190-7,Mental status,Find,Pt,^Patient,Nar,Observed,H&P.PX,Mental status Narrative,Mental status
10191-5,Physical findings,Find,Pt,Abdomen,Nar,Observed,H&P.PX,Physical findings of Abdomen Narrative,Phys find Abd
10192-3,Physical findings,Find,Pt,Back,Nar,Observed,H&P.PX,Physical findings of Back Narrative,Phys find Back
10193-1,Physical findings,Find,Pt,Breasts,Nar,Observed,H&P.PX,Physical findings of Breasts Narrative,Phys find Brsts
10194-9,Physical findings,Find,Pt,Neurologic deep tendon reflexes,Nar,Observed,H&P.PX,Physical findings of Neurologic deep tendon reflexes Narrative,Phys find Deep tendon reflexes
10195-6,Physical findings,Find,Pt,Ear,Nar,Observed,H&P.PX,Physical findings of Ear Narrative,Phys find Ear
10196-4,Physical findings,Find,Pt,Extremities,Nar,Observed,H&P.PX,Physical findings of Extremities Narrative,Phys find Extremities
10197-2,Physical findings,Find,Pt,Eye,Nar,Observed,H&P.PX,Physical findings of Eye Narrative,Phys find Eye
10198-0,Physical findings,Find,Pt,Genitourinary tract,Nar,Observed,H&P.PX,Physical findings of Genitourinary tract Narrative,Phys find GU Tract
10199-8,Physical findings,Find,Pt,Head,Nar,Observed,H&P.PX,Physical findings of Head Narrative,Phys find Head
10200-4,Physical findings,Find,Pt,Heart,Nar,Observed,H&P.PX,Physical findings of Heart Narrative,Phys find Hrt
10201-2,Physical findings,Find,Pt,Mouth & Throat & Teeth,Nar,Observed,H&P.PX,Physical findings of Mouth and Throat and Teeth Narrative,Phys find Mouth+Throat+Teeth
10202-0,Physical findings,Find,Pt,Neurologic system,Nar,Observed,H&P.PX,Physical findings of Nervous system Narrative,Phys find Neurologic
10203-8,Physical findings,Find,Pt,Nose,Nar,Observed,H&P.PX,Physical findings of Nose Narrative,Phys find Nose
10204-6,Physical findings,Find,Pt,Pelvis,Nar,Observed,H&P.PX,Physical findings of Pelvis Narrative,Phys find Pelvis
10205-3,Physical findings,Find,Pt,Rectum,Nar,Observed,H&P.PX,Physical findings of Rectum Narrative,Phys find Rectum
10206-1,Physical findings,Find,Pt,Skin,Nar,Observed,H&P.PX,Physical findings of Skin Narrative,Phys find Skin
10207-9,Physical findings,Find,Pt,Thorax+Lungs,Nar,Observed,H&P.PX,Physical findings of Thorax and Lungs Narrative,Phys find Thorax+Lungs
10208-7,Physical findings,Find,Pt,Vessels,Nar,Observed,H&P.PX,Physical findings of Vessels Narrative,Phys find Vesl
10209-5,Physical findings,Find,Pt,Neurologic balance+Coordination,Nar,Observed,H&P.PX,Physical findings of Neurologic balance and Coordination Narrative,Phys find Balance+Coordination
10210-3,Physical findings,Find,Pt,General status,Nar,Observed,H&P.PX,Physical findings of General status Narrative,Phys find General status
10211-1,Physical findings,Find,Pt,Sense of touch,Nar,Observed,H&P.PX,Physical findings of Sense of touch Narrative,Phys find Sense of touch
10212-9,Physical findings,Find,Pt,Strength,Nar,Observed,H&P.PX,Physical findings of Strength Narrative,Phys find Strength
10213-7,Surgical operation note anesthesia,Find,Pt,^Patient,Nar,,H&P.SURG PROC,Surgical operation note anesthesia Narrative,Operative note anesthesia
10214-5,Surgical operation note anesthesia duration,Time,Procedure dur,Surgical procedure,Qn,,H&P.SURG PROC,Surgical operation note anesthesia duration,Operative note anesthesia duration
10215-2,Surgical operation note findings,Find,Pt,^Patient,Nar,,H&P.SURG PROC,Surgical operation note findings Narrative,Operative note findings
10216-0,Surgical operation note fluids,Type,Pt,^Patient,Nar,,H&P.SURG PROC,Surgical operation note fluids Narrative,Operative note fluids
10217-8,Surgical operation note indications,Imp,Pt,^Patient,Nar,,H&P.SURG PROC,Surgical operation note indications [Interpretation] Narrative,Operative note indications Imp
10218-6,Surgical operation note postoperative Dx,Imp,Pt,^Patient,Nar,,H&P.SURG PROC,Surgical operation note postoperative diagnosis Narrative,Operative note post-op Dx
10219-4,Surgical operation note preoperative Dx,Imp,Pt,^Patient,Nar,,H&P.SURG PROC,Surgical operation note preoperative diagnosis Narrative,Operative note pre-op Dx
10220-2,Surgical operation note prep time duration,Time,Procedure dur,Surgical procedure,Qn,,H&P.SURG PROC,Surgical operation note prep time duration,Operative note prep time duration
10221-0,Surgical operation note specimens taken,Find,Pt,^Patient,Nar,,H&P.SURG PROC,Surgical operation note specimens taken Narrative,Operative note specimens taken
10222-8,Surgical operation note surgical complications,Imp,Pt,^Patient,Nar,,H&P.SURG PROC,Surgical operation note surgical complications [Interpretation] Narrative,Operative note complications Imp
10223-6,Surgical operation note surgical procedure,Find,Pt,^Patient,Nar,,H&P.SURG PROC,Surgical operation note surgical procedure Narrative,Operative note procedure
10224-4,Hemodynamic method special circumstances,Type,Pt,^Patient,Nom,,HEMODYN.ATOM,Hemodynamic method special circumstances,Hemodynamic method special circumstances
10225-1,Institution inventory number,ID,Pt,Cardiac measurement device,Nom,,HEMODYN.ATOM,Cardiac measurement device Institution inventory number,Cardiac Measurement Device Inventory #
10227-7,Vendor model number,Prid,Pt,Cardiac measurement device,Nom,,HEMODYN.ATOM,Cardiac measurement device Vendor model number,Cardiac Measurement Device Model #
10228-5,Vendor serial number,ID,Pt,Cardiac measurement device,Nom,,HEMODYN.ATOM,Cardiac measurement device Vendor serial number,Cardiac Measurement Device Serial #
10229-3,Class,Type,Pt,Hemodynamic method,Nom,,HEMODYN.MOLEC,Hemodynamic method Type of,Hemodynamic Method Class
10230-1,Ejection fraction,VFr,Pt,Heart.ventricle.left,Qn,,HEMODYN.MOLEC,Left ventricular Ejection fraction,LV EF
10231-9,Ejection fraction,VFr,Pt,Heart.ventricle.right,Qn,,HEMODYN.MOLEC,Right ventricular Ejection fraction,RV EF
10249-1,Institution inventory number,ID,Pt,Heart rate device,Nom,,HRTRATE.ATOM,Heart rate device Institution inventory number,Hrt Rate Device Inventory #
10250-9,Vendor model number,Prid,Pt,Heart rate device,Nom,,HRTRATE.ATOM,Heart rate device Vendor model number,Model # Hrt Rate Device
10251-7,Vendor serial number,ID,Pt,Heart rate device,Nom,,HRTRATE.ATOM,Heart rate device Vendor serial number,Serial # Hrt Rate Device
10252-5,Biliary drain site,Anat,Pt,*^Patient,Nom,,IO.TUBE,Biliary drain site,Biliary drain site
10253-3,Class,Type,Pt,Biliary drain,Nom,,IO.TUBE,Type of Biliary drain,Biliary drain Class
10254-1,Class,Type,Pt,Peritoneal drain,Nom,,IO.TUBE,Type of Peritoneal drain,Peritoneal drain Class
10255-8,Class,Type,Pt,Subarachnoid drain,Nom,,IO.TUBE,Type of Subarachnoid drain,Subarachnoid Drain Class
10256-6,Institution inventory number,ID,Pt,Biliary drain,Nom,,IO.TUBE,Biliary drain Institution inventory number,Biliary drain Inventory #
10257-4,Institution inventory number,ID,Pt,Chest tube,Nom,,IO.TUBE,Chest tube Institution inventory number,Chest tube Inventory #
10258-2,Institution inventory number,ID,Pt,Enteral tube,Nom,,IO.TUBE,Enteral tube Institution inventory number,Enteral tube Inventory #
10259-0,Institution inventory number,ID,Pt,Gastrostomy tube,Nom,,IO.TUBE,Gastrostomy tube Institution inventory number,G-tube Inventory #
10260-8,Institution inventory number,ID,Pt,GI tube,Nom,,IO.TUBE,GI tube Institution inventory number,GI tube Inventory #
10261-6,Institution inventory number,ID,Pt,Intravascular tube,Nom,,IO.TUBE,Intravascular tube Institution inventory number,IV tube Inventory #
10262-4,Institution inventory number,ID,Pt,IO tube,Nom,,IO.TUBE,IO tube Institution inventory number,IO tube Inventory #
10263-2,Institution inventory number,ID,Pt,Nasogastric tube,Nom,,IO.TUBE,Nasogastric tube Institution inventory number,NG-tube Inventory #
10264-0,Institution inventory number,ID,Pt,Oral tube,Nom,,IO.TUBE,Oral tube Institution inventory number,Oral tube Inventory #
10265-7,Institution inventory number,ID,Pt,Peritoneal drain,Nom,,IO.TUBE,Peritoneal drain Institution inventory number,Peritoneal drain Inventory #
10266-5,Institution inventory number,ID,Pt,Peritoneal tube,Nom,,IO.TUBE,Peritoneal tube Institution inventory number,Peritoneal tube Inventory #
10267-3,Institution inventory number,ID,Pt,Rate control device,Nom,,IO.TUBE,Rate control device Institution inventory number,Rate Control Device Inventory #
10268-1,Institution inventory number,ID,Pt,Stool collection device,Nom,,IO.TUBE,Stool collection device Institution inventory number,Stl Collect Device Inventory #
10269-9,Institution inventory number,ID,Pt,Subarachnoid drain,Nom,,IO.TUBE,Subarachnoid drain Institution inventory number,Subarachnoid Drain Inventory #
10270-7,Institution inventory number,ID,Pt,Synovial drain,Nom,,IO.TUBE,Synovial drain Institution inventory number,Synovial Drain Inventory #
10271-5,Institution inventory number,ID,Pt,Tube/Drain,Nom,,IO.TUBE,Tube or drain Institution inventory number,Tube/Drain Inventory #
10272-3,Institution inventory number,ID,Pt,Upper GI tube,Nom,,IO.TUBE,Upper GI tube Institution inventory number,Upper GI tube Inventory #
10273-1,Institution inventory number,ID,Pt,Urinary bladder irrigation tube,Nom,,IO.TUBE,Bladder irrigation tube Institution inventory number,Bladder irrigation tube Inventory #
10274-9,Institution inventory number,ID,Pt,Urine tube,Nom,,IO.TUBE,Urine tube Institution inventory number,Urine tube Inventory #
10275-6,Institution inventory number,ID,Pt,Wound drain device,Nom,,IO.TUBE,Wound drain device Institution inventory number,Wound drain device Inventory #
10276-4,Peritoneal drain site,Anat,Pt,*^Patient,Nom,,IO.TUBE,Peritoneal drain site,Peritoneal drain site
10277-2,Stool collection site,Type,Pt,*^Patient,Nom,,IO.TUBE,Stool collection site,Stool collection site
10278-0,Subarachnoid drain site,Anat,Pt,*^Patient,Nom,,IO.TUBE,Subarachnoid drain site,Subarachnoid drain site
10279-8,Vendor model number,Prid,Pt,Biliary drain,Nom,,IO.TUBE,Biliary drain Vendor model number,Model # Biliary drain
10280-6,Vendor model number,Prid,Pt,Chest tube,Nom,,IO.TUBE,Chest tube Vendor model number,Model # Chest tube
10281-4,Vendor model number,Prid,Pt,Enteral tube,Nom,,IO.TUBE,Enteral tube Vendor model number,Model # Enteral tube
10282-2,Vendor model number,Prid,Pt,Gastrostomy tube,Nom,,IO.TUBE,Gastrostomy tube Vendor model number,Model # G-tube
10283-0,Vendor model number,Prid,Pt,GI tube,Nom,,IO.TUBE,GI tube Vendor model number,Model # GI tube
10284-8,Vendor model number,Prid,Pt,Intravascular tube,Nom,,IO.TUBE,Intravascular tube Vendor model number,Model # IV tube
10285-5,Vendor model number,Prid,Pt,IO tube,Nom,,IO.TUBE,IO tube Vendor model number,Model # IO tube
10286-3,Vendor model number,Prid,Pt,Nasogastric tube,Nom,,IO.TUBE,Nasogastric tube Vendor model number,Model # NG-tube
10287-1,Vendor model number,Prid,Pt,Oral tube,Nom,,IO.TUBE,Oral tube Vendor model number,Model # Oral tube
10288-9,Vendor model number,Prid,Pt,Peritoneal drain,Nom,,IO.TUBE,Peritoneal drain Vendor model number,Model # Peritoneal drain
10289-7,Vendor model number,Prid,Pt,Peritoneal tube,Nom,,IO.TUBE,Peritoneal tube Vendor model number,Model # Peritoneal tube
10290-5,Vendor model number,Prid,Pt,Rate control device,Nom,,IO.TUBE,Rate control device Vendor model number,Model # Rate Control Device
10291-3,Vendor model number,Prid,Pt,Stool collection device,Nom,,IO.TUBE,Stool collection device Vendor model number,Model # Stl Collect Device
10292-1,Vendor model number,Prid,Pt,Subarachnoid drain,Nom,,IO.TUBE,Subarachnoid drain Vendor model number,Model # Subarachnoid Drain
10293-9,Vendor model number,Prid,Pt,Synovial drain,Nom,,IO.TUBE,Synovial drain Vendor model number,Model # Synovial Drain
10294-7,Vendor model number,Prid,Pt,Tube/Drain,Nom,,IO.TUBE,Tube or drain Vendor model number,Model # Tube/Drain
10295-4,Vendor model number,Prid,Pt,Upper GI tube,Nom,,IO.TUBE,Upper GI tube Vendor model number,Model # Upper GI tube
10296-2,Vendor model number,Prid,Pt,Urinary bladder irrigation tube,Nom,,IO.TUBE,Bladder irrigation tube Vendor model number,Model # Bladder irrigation tube
10297-0,Vendor model number,Prid,Pt,Urine tube,Nom,,IO.TUBE,Urine tube Vendor model number,Model # Urine tube
10298-8,Vendor model number,Prid,Pt,Wound drain device,Nom,,IO.TUBE,Wound drain device Vendor model number,Model # Wound drain device
10299-6,Vendor serial number,ID,Pt,Biliary drain,Nom,,IO.TUBE,Biliary drain Vendor serial number,Serial # Biliary drain
10300-2,Vendor serial number,ID,Pt,Chest tube,Nom,,IO.TUBE,Chest tube Vendor serial number,Serial # Chest tube
10301-0,Vendor serial number,ID,Pt,Enteral tube,Nom,,IO.TUBE,Enteral tube Vendor serial number,Serial # Enteral tube
10302-8,Vendor serial number,ID,Pt,Gastrostomy tube,Nom,,IO.TUBE,Gastrostomy tube Vendor serial number,Serial # G-tube
10303-6,Vendor serial number,ID,Pt,GI tube,Nom,,IO.TUBE,GI tube Vendor serial number,Serial # GI tube
10304-4,Vendor serial number,ID,Pt,Intravascular tube,Nom,,IO.TUBE,Intravascular tube Vendor serial number,Serial # IV tube
10305-1,Vendor serial number,ID,Pt,IO tube,Nom,,IO.TUBE,IO tube Vendor serial number,Serial # IO tube
10306-9,Vendor serial number,ID,Pt,Nasogastric tube,Nom,,IO.TUBE,Nasogastric tube Vendor serial number,Serial # NG-tube
10307-7,Vendor serial number,ID,Pt,Oral tube,Nom,,IO.TUBE,Oral tube Vendor serial number,Serial # Oral tube
10308-5,Vendor serial number,ID,Pt,Peritoneal drain,Nom,,IO.TUBE,Peritoneal drain Vendor serial number,Serial # Peritoneal drain
10309-3,Vendor serial number,ID,Pt,Peritoneal tube,Nom,,IO.TUBE,Peritoneal tube Vendor serial number,Serial # Peritoneal tube
10310-1,Vendor serial number,ID,Pt,Rate control device,Nom,,IO.TUBE,Rate control device Vendor serial number,Serial # Rate Control Device
10311-9,Vendor serial number,ID,Pt,Stool collection device,Nom,,IO.TUBE,Stool collection device Vendor serial number,Serial # Stl Collect Device
10312-7,Vendor serial number,ID,Pt,Subarachnoid drain,Nom,,IO.TUBE,Subarachnoid drain Vendor serial number,Serial # Subarachnoid Drain
10313-5,Vendor serial number,ID,Pt,Synovial drain,Nom,,IO.TUBE,Synovial drain Vendor serial number,Serial # Synovial Drain
10314-3,Vendor serial number,ID,Pt,Tube/Drain,Nom,,IO.TUBE,Tube or drain Vendor serial number,Serial # Tube/Drain
10315-0,Vendor serial number,ID,Pt,Upper GI tube,Nom,,IO.TUBE,Upper GI tube Vendor serial number,Serial # Upper GI tube
10316-8,Vendor serial number,ID,Pt,Urinary bladder irrigation tube,Nom,,IO.TUBE,Bladder irrigation tube Vendor serial number,Serial # Bladder irrigation tube
10317-6,Vendor serial number,ID,Pt,Urine tube,Nom,,IO.TUBE,Urine tube Vendor serial number,Serial # Urine tube
10318-4,Vendor serial number,ID,Pt,Wound drain device,Nom,,IO.TUBE,Wound drain device Vendor serial number,Serial # Wound drain device
10319-2,Institution inventory number,ID,Pt,Enema device,Nom,,IO_IN.MOLEC,Enema device Institution inventory number,Enema Device Inventory #
10320-0,Vendor model number,Prid,Pt,Enema device,Nom,,IO_IN.MOLEC,Enema device Vendor model number,Model # Enema Device
10321-8,Vendor serial number,ID,Pt,Enema device,Nom,,IO_IN.MOLEC,Enema device Vendor serial number,Serial # Enema Device
10322-6,Potassium intake,SRat,24H,^Patient,Qn,,IO_IN_SALTS+CALS,Potassium intake 24 hour,Potassium intake 24h
10323-4,Wound drain fluid,Aper,Pt,Lower GI tract,Nom,,IO_OUT.MOLEC,Wound drain fluid [Appearance] Lower GI tract,Wound drain fluid Lower GI tract
10324-2,Institution inventory number,ID,Pt,Breath rate device,Nom,,RESP.ATOM,Breath rate device Institution inventory number,Breath Rate Device Inventory #
10325-9,Vendor model number,Prid,Pt,Breath rate device,Nom,,RESP.ATOM,Breath rate device Vendor model number,Model # Breath Rate Device
10326-7,Vendor serial number,ID,Pt,Breath rate device,Nom,,RESP.ATOM,Breath rate device Vendor serial number,Serial # Breath Rate Device
10831-6,Surgical operation note complications,Imp,Pt,^Patient,Nom,,H&P.SURG PROC,Surgical operation note complications [Interpretation],Operative note complications Imp
11283-9,Acuity assessment,Fcn,Enctr^frst,^Patient,Nom,,CLIN,Acuity assessment [Function] at First encounter,Acuity assess 1st enctr
11284-7,Acuity assessment practitioner identification,Type,Pt,Provider,Nom,,CLIN,Acuity assessment practitioner identification,Acuity assessment pract ID
11285-4,Acuity assessment practitioner profession,Type,Pt,Provider,Nom,,CLIN,Acuity assessment practitioner profession,Acuity assess pract profession
11286-2,Alcohol binge episodes per M,NRat,1Mo,^Patient,Qn,Reported,H&P.HX,Alcohol binge episodes per month - Reported,Alcohol binge episodes/M Reported
11287-0,Alcoholic drinks per drinking D,NRat,1D,^Patient,Qn,Reported,H&P.HX,Alcoholic drinks per drinking day - Reported,Alcoholic drinks/drinking D Reported
11288-8,Arrival time documented,ClockTime,Pt,^Patient,Qn,,ED,Arrival time documented,Arrival time documented Clock time
11289-6,Body temperature,Temp,Enctr^frst,^Patient,Qn,,BDYTMP.ATOM,Body temperature at First encounter,Bdy temp 1st enctr
11290-4,Body temperature measurement site,Anat,Enctr^frst,XXX,Nom,,BDYTMP.ATOM,Body temperature measurement site at First encounter,Bdy temp measurement site 1st enctr
11291-2,Breaths,NRat,Enctr^frst,Respiratory system,Qn,,RESP.TIMED.MOLEC,Respiratory rate at First encounter,Resp rate 1st enctr
11293-8,Class,Type,Pt,Referral source,Nom,,ED,Type of Referral source,Referral Source Class
11294-6,Current employment,Find,Pt,^Patient,Nar,Reported,ADMIN.PATIENT.DEMOG,Current employment Narrative - Reported,Current employment Reported
11295-3,Current employment,Find,Pt,^Patient,Nom,Reported,ADMIN.PATIENT.DEMOG,Current employment - Reported,Current employment Reported
11296-1,ED clinical finding practitioner ID,ID,Pt,Provider,Nom,,ADMIN.ID,ED clinical finding practitioner identifier,ED clin find pract ID
11297-9,ED clinical finding practitioner profession,Type,Pt,Provider,Nom,,ED,ED clinical finding practitioner profession,ED clin find pract profession
11298-7,ED consultant practitioner ID,ID,Pt,Provider,Nom,,ADMIN.ID,ED consultant practitioner identifier,ED consult pract ID
11299-5,ED consultant practitioner profession,Type,Pt,Provider,Nom,,ED,ED consultant practitioner profession,ED consult pract profession
11300-1,ED diagnosis,Imp,Pt,^Patient,Nom,,ED,ED diagnosis,ED Dx
11301-9,ED diagnosis,Type,Pt,^Patient,Nom,,ED,ED diagnosis type,ED Dx type
11302-7,ED discharge disposition,Type,Pt,^Patient,Nom,,ED,ED discharge disposition,ED dc dispo
11303-5,ED disposition consult &or referral,Type,Pt,^Patient,Nom,,ED,ED disposition consult/referral,ED dispo consult/referral
11304-3,ED disposition diagnosis practitioner identification,Type,Pt,Provider,Nom,,ED,ED disposition diagnosis practitioner identification,ED dispo Dx pract ID
11305-0,ED disposition diagnosis practitioner profession,Type,Pt,Provider,Nom,,ED,ED disposition diagnosis practitioner profession,ED dispo Dx pract profession
11306-8,ED medication practitioner identification,Type,Pt,Provider,Nom,,ED,ED medication practitioner identification,ED medication pract ID
11307-6,ED medication practitioner profession,Type,Pt,Provider,Nom,,ED,ED medication practitioner profession,ED medication pract profession
11308-4,ED outcome observation practitioner identification,Type,Pt,Provider,Nom,,ED,ED outcome observation practitioner identification,ED outcome observ pract ID
11309-2,ED outcome observation practitioner profession,Type,Pt,Provider,Nom,,ED,ED outcome observation practitioner profession,ED outcome observ pract profession
11310-0,ED patient satisfaction report type,Type,Pt,^Patient,Nom,,ED,ED patient satisfaction report type,ED patient satisfaction report type
11311-8,ED procedure practitioner profession,Type,Pt,Provider,Nom,,ED,ED procedure practitioner profession,ED procedure pract profession
11312-6,ED procedure practitioner ID,ID,Pt,Provider,Nom,,ADMIN.ID,ED procedure practitioner identifier,ED procedure pract ID
11313-4,ED procedure result observation,Imp,Pt,^Patient,Nom,,ED,ED procedure result observation [Interpretation],ED procedure result observation Imp
11314-2,ED procedure result type,Type,Pt,^Patient,Nom,,ED,ED procedure result type,ED procedure result type
11315-9,ED service level,Type,Pt,^Patient,Nom,,ED,ED service level,ED service level
11316-7,ED service level practitioner profession,Type,Pt,Provider,Nom,,ED,ED service level practitioner profession,ED service level pract profession
11317-5,ED service level practitioner identification,Type,Pt,Provider,Nom,,ED,ED service level practitioner identification,ED service level pract ID
11318-3,Ambulance transport agency,ID,Pt,EMS system,Nom,,ADMIN.ID,Ambulance transport agency EMS system,Ambulance transport agency EMS Sys
11319-1,Ambulance transport unit,ID,Pt,EMS system,Nom,,ADMIN.ID,Ambulance transport unit [Identifier] EMS system,Ambulance transport unit EMS Sys
11320-9,Feeding and dietary status,Find,Pt,^Patient,Nar,Reported,H&P.HX,Feeding and dietary status Narrative - Reported,Feeding and dietary status Reported
11321-7,Feeding and dietary status,Find,Pt,^Patient,Nom,Reported,H&P.HX,Feeding and dietary status - Reported,Feeding and dietary status Reported
11322-5,General health,Hx,Pt,^Patient,Nar,,H&P.HX,History of General health Narrative,Hx of General health
11323-3,General health,Find,Pt,^Patient,Nom,Reported,H&P.HX,General health - Reported,General health Reported
11324-1,Glasgow coma score.eye opening,Fcn,Enctr^frst,^Patient,Ord,,FUNCTION,Glasgow coma score eye opening at First encounter,GCS eye 1st enctr
11325-8,Glasgow coma score.motor,Fcn,Enctr^frst,^Patient,Ord,,FUNCTION,Glasgow coma score motor at First encounter,GCS motor 1st enctr
11326-6,Glasgow coma score.verbal,Fcn,Enctr^frst,^Patient,Ord,,FUNCTION,Glasgow coma score verbal at First encounter,GCS verbal 1st enctr
11327-4,Heart rate method,Type,Enctr^frst,XXX,Nom,,HRTRATE.ATOM,Heart rate method at First encounter,Heart rate method 1st enctr
11328-2,Heart rate,NRat,Enctr^frst,Arterial system,Qn,,HRTRATE.ATOM,Heart rate at First encounter,Heart rate 1st enctr
